timestamp,shift,process,machine,batch_id,product_type,temperature,vibration,speed,pressure,defect
2024-06-24,A,Drilling,DrillX2,B52,P2,61.72,0.52,1038.34,116.74,OK
2024-06-24,A,Packaging,PackLine1,B26,P1,84.67,0.66,854.01,98.06,OK
2024-06-24,B,Casting,CastLine1,B79,P1,48.36,0.27,1308.25,101.07,OK
2024-06-24,A,Packaging,PackLine1,B55,P2,93.38,0.77,942.6,79.69,OK
2024-06-24,C,Drilling,DrillX2,B15,P2,68.86,0.58,843.5,95.16,OK
2024-06-24,C,Drilling,DrillX1,B94,P1,82.38,0.24,948.45,95.77,OK
2024-06-24,B,Packaging,PackLine2,B75,P5,79.08,0.57,613.11,90.79,OK
2024-06-24,A,Packaging,PackLine1,B99,P2,99.97,0.64,751.22,98.77,OK
2024-06-24,A,Welding,WeldUnitA,B7,P2,67.99,0.55,1027.56,102.65,OK
2024-06-24,B,Assembly,AssemLineB,B35,P4,77.11,0.6,751.86,116.18,OK
2024-06-24,C,Assembly,AssemLineB,B77,P4,74.47,0.8,1013.4,126.8,Misfits
2024-06-24,A,Coating,CoatBooth1,B64,P1,89.52,0.21,871.06,94.04,Uneven coating
2024-06-24,C,Drilling,DrillX1,B66,P2,54.58,0.23,1253.06,100.89,Misaligned holes
2024-06-24,B,Coating,CoatBooth2,B2,P3,53.9,0.58,1220.93,83.57,OK
2024-06-24,C,Casting,CastLine2,B57,P5,83.69,0.61,740.44,93.72,OK
2024-06-25,C,Machining,CNC1,B84,P2,73.75,0.55,888.47,106.33,OK
2024-06-25,B,Casting,CastLine2,B6,P1,89.63,0.89,1037.59,90.63,OK
2024-06-25,A,Coating,CoatBooth2,B51,P5,78.74,0.77,1156.94,103.69,OK
2024-06-25,B,Coating,CoatBooth2,B94,P2,80.53,0.17,1077.51,130.86,OK
2024-06-25,C,Welding,WeldUnitA,B19,P2,71.06,0.83,1023.86,99.68,OK
2024-06-25,C,Welding,WeldUnitA,B96,P1,87.93,0.64,1015.33,98.64,Cracks
2024-06-25,B,Coating,CoatBooth1,B89,P4,78.07,0.61,1062.89,80.51,Uneven coating
2024-06-25,C,Casting,CastLine1,B6,P5,62.54,0.52,879.79,94.87,OK
2024-06-25,A,Welding,WeldUnitB,B31,P5,77.89,0.34,929.25,114.57,OK
2024-06-25,C,Welding,WeldUnitB,B88,P5,71.92,0.41,1078.35,113.75,OK
2024-06-25,A,Coating,CoatBooth1,B11,P5,92.45,0.48,827.18,81.46,OK
2024-06-25,A,Drilling,DrillX1,B33,P1,78.1,0.54,1048.39,91.95,OK
2024-06-25,C,Drilling,DrillX1,B64,P4,74.75,0.38,805.47,104.96,OK
2024-06-25,B,Packaging,PackLine1,B10,P2,70.52,0.75,997.96,106.96,OK
2024-06-25,C,Drilling,DrillX2,B93,P5,50.14,0.51,742.39,102.08,Misaligned holes
2024-06-25,B,Drilling,DrillX1,B79,P4,72.92,0.67,816.08,89.91,OK
2024-06-25,C,Assembly,AssemLineB,B48,P3,64.77,0.7,1091.51,102.9,OK
2024-06-25,C,Assembly,AssemLineA,B85,P5,69.37,0.29,901.4,104.92,OK
2024-06-25,C,Machining,CNC1,B36,P5,101.42,0.35,557.79,89.0,OK
2024-06-25,A,Welding,WeldUnitA,B54,P1,67.71,0.46,1355.56,108.35,OK
2024-06-25,A,Coating,CoatBooth2,B64,P4,84.92,0.59,1326.2,109.06,OK
2024-06-25,B,Packaging,PackLine1,B41,P3,86.96,0.68,835.88,98.69,OK
2024-06-25,C,Machining,CNC2,B42,P3,86.08,0.66,832.57,84.31,OK
2024-06-26,B,Coating,CoatBooth2,B59,P3,74.39,0.58,1113.26,117.56,Uneven coating
2024-06-26,B,Drilling,DrillX2,B98,P1,67.61,0.72,1279.4,80.85,OK
2024-06-26,A,Welding,WeldUnitB,B19,P1,70.67,0.48,1197.65,109.43,OK
2024-06-26,C,Machining,CNC1,B21,P3,83.0,0.46,1159.3,100.35,OK
2024-06-26,A,Packaging,PackLine1,B54,P5,79.39,0.2,604.54,98.85,OK
2024-06-26,B,Machining,CNC2,B93,P1,92.5,0.37,900.96,110.83,OK
2024-06-26,B,Machining,CNC2,B9,P1,81.35,0.58,1076.77,92.6,OK
2024-06-26,B,Casting,CastLine1,B1,P4,85.81,0.68,1027.98,99.64,OK
2024-06-26,B,Coating,CoatBooth2,B61,P5,62.94,0.92,1233.98,107.73,OK
2024-06-26,B,Welding,WeldUnitB,B7,P3,79.53,0.84,1023.41,106.72,OK
2024-06-26,A,Casting,CastLine2,B56,P2,71.08,0.41,1301.17,102.48,OK
2024-06-26,A,Machining,CNC1,B74,P4,69.92,0.76,886.82,84.94,OK
2024-06-26,A,Drilling,DrillX2,B58,P1,79.7,0.92,1165.87,117.94,OK
2024-06-26,B,Coating,CoatBooth1,B27,P3,58.64,0.54,882.83,148.88,OK
2024-06-26,A,Machining,CNC1,B46,P4,73.18,0.58,852.55,91.37,OK
2024-06-26,A,Welding,WeldUnitB,B27,P5,88.74,0.11,1003.63,86.94,Incomplete fusion
2024-06-26,A,Casting,CastLine1,B31,P1,75.66,0.57,1090.8,97.82,OK
2024-06-26,C,Machining,CNC2,B67,P3,65.35,0.56,1065.05,95.4,OK
2024-06-26,B,Packaging,PackLine2,B8,P1,67.07,0.64,1124.11,98.26,OK
2024-06-26,B,Machining,CNC1,B71,P5,67.82,0.67,619.4,107.8,OK
2024-06-26,C,Drilling,DrillX2,B35,P4,86.32,0.3,1183.18,93.85,OK
2024-06-26,B,Assembly,AssemLineA,B12,P3,83.34,0.81,720.31,111.92,OK
2024-06-26,B,Machining,CNC2,B35,P3,61.38,0.49,1163.95,119.05,OK
2024-06-26,C,Coating,CoatBooth2,B30,P2,73.85,0.25,884.92,103.8,OK
2024-06-26,A,Packaging,PackLine1,B60,P1,69.33,0.37,1121.48,77.66,Seal failure
2024-06-26,C,Welding,WeldUnitB,B4,P1,75.22,0.4,689.67,98.59,OK
2024-06-26,C,Casting,CastLine1,B54,P3,80.36,0.46,1034.0,68.33,OK
2024-06-27,C,Drilling,DrillX2,B9,P2,91.81,0.41,970.83,107.14,OK
2024-06-27,B,Packaging,PackLine2,B50,P2,80.19,0.39,715.89,116.69,OK
2024-06-27,B,Packaging,PackLine2,B57,P3,76.64,0.39,979.85,96.51,OK
2024-06-27,A,Coating,CoatBooth2,B32,P5,75.25,0.29,984.82,110.87,Paint chipping
2024-06-27,B,Coating,CoatBooth2,B47,P4,68.05,0.58,1204.88,123.08,OK
2024-06-27,B,Packaging,PackLine1,B59,P5,57.69,0.36,1025.61,133.33,OK
2024-06-27,B,Coating,CoatBooth2,B1,P2,87.43,0.64,1070.18,121.32,OK
2024-06-27,B,Machining,CNC1,B82,P2,85.55,0.5,1155.26,133.01,OK
2024-06-27,C,Packaging,PackLine1,B17,P2,68.17,0.54,841.25,128.53,OK
2024-06-27,B,Packaging,PackLine1,B40,P2,85.48,0.26,806.3,76.84,OK
2024-06-27,B,Coating,CoatBooth2,B72,P2,69.53,0.82,879.77,73.25,OK
2024-06-27,C,Packaging,PackLine1,B60,P5,60.0,0.53,1087.55,101.42,OK
2024-06-27,A,Packaging,PackLine1,B70,P5,75.03,0.33,588.92,113.41,OK
2024-06-27,A,Welding,WeldUnitB,B90,P2,62.37,0.6,921.48,96.27,Weld joint failure
2024-06-27,B,Coating,CoatBooth1,B74,P3,77.73,0.67,1064.69,86.49,OK
2024-06-27,A,Coating,CoatBooth1,B100,P3,73.79,0.56,1456.34,79.04,OK
2024-06-27,B,Machining,CNC1,B47,P1,66.9,0.46,977.27,84.44,OK
2024-06-27,B,Assembly,AssemLineA,B88,P1,90.16,0.63,1390.65,89.36,OK
2024-06-27,B,Coating,CoatBooth2,B25,P1,81.44,0.71,795.99,121.24,OK
2024-06-27,B,Packaging,PackLine2,B29,P4,52.65,0.98,869.5,95.79,Seal failure
2024-06-27,C,Welding,WeldUnitA,B79,P4,80.39,0.53,1037.84,79.29,OK
2024-06-27,B,Machining,CNC1,B47,P4,64.01,0.47,527.86,118.14,Excessive burrs
2024-06-27,B,Casting,CastLine2,B23,P1,62.71,0.68,980.37,115.09,OK
2024-06-27,A,Drilling,DrillX1,B86,P2,91.84,0.31,1076.13,117.77,OK
2024-06-27,C,Casting,CastLine2,B28,P2,59.26,0.64,1154.88,63.55,OK
2024-06-27,B,Welding,WeldUnitA,B84,P1,74.94,1.06,1423.23,123.27,Incomplete fusion
2024-06-28,A,Drilling,DrillX2,B57,P4,83.66,0.94,936.81,82.57,OK
2024-06-28,A,Coating,CoatBooth1,B23,P5,85.0,0.59,1086.77,110.66,OK
2024-06-28,C,Casting,CastLine2,B19,P3,87.42,0.71,938.14,101.24,OK
2024-06-28,C,Drilling,DrillX1,B43,P3,77.92,0.38,912.7,113.18,OK
2024-06-28,C,Drilling,DrillX1,B25,P3,89.37,0.65,1042.77,89.53,OK
2024-06-28,C,Machining,CNC2,B27,P4,91.82,0.58,541.44,74.19,OK
2024-06-28,C,Assembly,AssemLineB,B47,P5,68.9,0.26,937.38,126.46,OK
2024-06-28,C,Machining,CNC2,B89,P3,67.18,0.63,980.75,78.29,OK
2024-06-28,A,Drilling,DrillX2,B51,P3,71.29,0.68,826.77,107.66,OK
2024-06-28,C,Assembly,AssemLineA,B60,P4,85.25,0.34,792.39,93.48,OK
2024-06-28,A,Welding,WeldUnitA,B94,P2,58.58,0.61,839.05,81.8,OK
2024-06-28,A,Casting,CastLine1,B13,P3,82.83,0.55,878.68,101.38,OK
2024-06-28,A,Coating,CoatBooth1,B7,P1,83.18,0.05,907.26,122.69,OK
2024-06-28,C,Machining,CNC1,B33,P2,81.03,0.41,1000.96,131.4,OK
2024-06-28,B,Assembly,AssemLineB,B98,P2,73.49,0.16,936.53,98.37,OK
2024-06-28,A,Assembly,AssemLineA,B73,P1,70.12,0.51,1368.47,107.28,OK
2024-06-28,A,Casting,CastLine2,B58,P4,74.21,0.45,918.91,138.86,OK
2024-06-28,C,Assembly,AssemLineB,B52,P3,65.06,0.66,731.25,88.36,Misfits
2024-06-28,B,Assembly,AssemLineA,B87,P1,77.56,0.45,873.53,104.26,OK
2024-06-28,B,Packaging,PackLine1,B12,P1,94.56,0.47,992.97,78.09,OK
2024-06-28,A,Machining,CNC2,B12,P5,73.39,0.26,1133.28,96.7,OK
2024-06-28,C,Packaging,PackLine1,B13,P5,68.12,0.74,1058.46,89.86,OK
2024-06-28,B,Packaging,PackLine1,B23,P4,81.48,0.4,774.42,93.07,OK
2024-06-28,C,Machining,CNC2,B72,P3,76.19,0.65,745.51,132.52,OK
2024-06-28,C,Coating,CoatBooth2,B40,P1,94.71,0.5,1335.8,97.64,OK
2024-06-28,B,Coating,CoatBooth2,B37,P1,56.21,0.57,1258.31,103.94,OK
2024-06-28,B,Casting,CastLine1,B71,P3,89.51,0.47,751.77,99.91,OK
2024-06-28,A,Casting,CastLine2,B94,P4,68.47,0.82,1362.21,82.98,OK
2024-06-28,C,Machining,CNC1,B42,P3,76.49,0.69,867.82,94.58,OK
2024-06-28,B,Welding,WeldUnitA,B42,P2,74.04,0.87,726.35,107.17,OK
2024-06-29,B,Assembly,AssemLineA,B7,P4,73.85,0.77,632.29,93.77,Loose joints
2024-06-29,B,Casting,CastLine2,B79,P5,78.15,0.88,841.38,94.36,OK
2024-06-29,B,Casting,CastLine1,B26,P2,83.62,0.6,924.63,113.96,OK
2024-06-29,A,Assembly,AssemLineB,B5,P1,72.48,0.45,722.8,69.25,OK
2024-06-29,B,Assembly,AssemLineB,B98,P5,76.62,0.29,986.56,65.95,OK
2024-06-29,B,Welding,WeldUnitA,B46,P5,72.61,0.26,1093.25,104.55,OK
2024-06-29,B,Assembly,AssemLineB,B33,P5,78.48,0.7,897.77,106.92,OK
2024-06-29,B,Drilling,DrillX2,B12,P1,56.86,0.24,1262.5,102.28,OK
2024-06-29,B,Machining,CNC1,B4,P4,64.17,0.67,1185.27,81.86,OK
2024-06-29,A,Casting,CastLine2,B89,P4,89.62,0.26,1050.39,95.88,OK
2024-06-29,B,Machining,CNC2,B12,P3,58.86,0.25,677.49,126.16,OK
2024-06-29,B,Welding,WeldUnitA,B88,P3,85.73,0.91,1013.65,121.24,OK
2024-06-29,B,Welding,WeldUnitB,B9,P3,87.96,0.33,1018.78,118.7,Weld joint failure
2024-06-29,C,Welding,WeldUnitA,B66,P1,95.17,0.74,731.39,115.4,OK
2024-06-29,A,Machining,CNC2,B74,P2,71.11,0.44,1183.14,83.97,OK
2024-06-29,C,Packaging,PackLine2,B11,P1,76.34,0.38,908.53,112.68,OK
2024-06-29,C,Coating,CoatBooth1,B79,P4,76.04,0.57,852.22,106.43,OK
2024-06-29,B,Welding,WeldUnitB,B24,P5,73.89,0.48,1166.92,96.98,OK
2024-06-29,A,Packaging,PackLine2,B40,P2,74.72,0.56,1497.83,110.12,OK
2024-06-29,B,Coating,CoatBooth2,B21,P4,91.19,0.45,967.87,110.25,OK
2024-06-29,C,Packaging,PackLine1,B15,P5,90.35,0.39,1104.5,115.04,OK
2024-06-29,C,Welding,WeldUnitB,B20,P3,66.77,-0.01,775.72,114.31,OK
2024-06-29,C,Machining,CNC2,B1,P4,83.76,0.87,846.49,113.12,OK
2024-06-29,A,Casting,CastLine2,B79,P2,62.69,0.6,466.54,96.58,OK
2024-06-29,C,Welding,WeldUnitB,B93,P1,65.19,0.44,888.9,123.66,OK
2024-06-29,B,Machining,CNC1,B56,P5,74.46,0.31,828.67,110.81,OK
2024-06-29,C,Drilling,DrillX1,B50,P5,73.1,0.36,1087.86,83.28,OK
2024-06-29,B,Packaging,PackLine1,B68,P3,72.83,0.82,1149.66,124.25,OK
2024-06-29,C,Casting,CastLine1,B75,P5,71.16,0.66,1175.39,89.46,OK
2024-06-30,B,Assembly,AssemLineB,B37,P3,104.91,0.18,698.24,83.86,Misfits
2024-06-30,A,Coating,CoatBooth1,B29,P5,87.8,0.77,1069.85,85.06,OK
2024-06-30,C,Machining,CNC1,B37,P1,86.63,0.81,547.96,101.06,OK
2024-06-30,B,Drilling,DrillX2,B30,P5,57.71,0.48,829.97,104.77,OK
2024-06-30,A,Drilling,DrillX1,B48,P2,68.93,0.5,1036.97,62.62,OK
2024-06-30,A,Packaging,PackLine1,B23,P2,105.52,0.52,910.18,94.04,OK
2024-06-30,C,Machining,CNC1,B87,P1,61.73,0.48,695.21,83.0,OK
2024-06-30,C,Casting,CastLine2,B12,P1,69.84,0.79,743.7,105.91,OK
2024-06-30,A,Machining,CNC1,B23,P3,80.8,0.47,908.11,100.01,OK
2024-06-30,A,Coating,CoatBooth2,B51,P2,84.77,0.79,886.86,104.77,OK
2024-06-30,C,Coating,CoatBooth1,B57,P2,85.96,0.68,1020.84,95.57,OK
2024-06-30,C,Coating,CoatBooth2,B57,P4,71.74,0.29,946.07,112.0,Paint chipping
2024-06-30,A,Coating,CoatBooth1,B68,P3,65.25,0.65,1003.12,87.23,OK
2024-06-30,C,Welding,WeldUnitA,B7,P5,82.38,0.4,1209.6,137.56,OK
2024-06-30,C,Machining,CNC1,B33,P3,75.41,0.75,847.82,73.48,OK
2024-06-30,C,Machining,CNC1,B17,P3,70.76,0.18,806.41,116.26,OK
2024-06-30,A,Packaging,PackLine2,B24,P3,60.57,0.66,748.91,128.23,OK
2024-06-30,A,Casting,CastLine1,B45,P1,86.75,0.55,990.56,77.11,OK
2024-06-30,B,Machining,CNC1,B43,P1,86.59,0.71,1167.84,93.11,OK
2024-06-30,B,Packaging,PackLine2,B94,P3,65.2,0.67,1019.99,85.6,OK
2024-06-30,B,Machining,CNC2,B70,P1,68.06,0.35,851.62,114.78,OK
2024-06-30,A,Welding,WeldUnitA,B6,P5,80.68,0.38,1022.64,93.01,OK
2024-06-30,C,Packaging,PackLine2,B14,P1,73.31,0.49,1335.21,82.19,OK
2024-06-30,B,Drilling,DrillX2,B52,P5,59.3,0.26,1355.29,91.9,OK
2024-06-30,A,Coating,CoatBooth2,B5,P1,72.58,0.87,965.6,103.07,OK
2024-06-30,B,Casting,CastLine1,B96,P3,50.6,0.42,1262.05,105.92,OK
2024-06-30,A,Assembly,AssemLineB,B5,P5,64.22,0.85,1169.65,103.24,OK
